,make,model,trim,type,price,mileage,src,year,image-type
232,TOYOTA,PRIUS,Two,hatchback,20800,26227,cdnblob.carvana.io/2000267329/post-large/normalized/cropped/2000267329-edc-02.jpg?v=2019.3.22_19.16.0,2016,original
233,KIA,FORTE5,SX,hatchback,19800,10654,cdnblob.carvana.io/2000274792/post-large/normalized/cropped/2000274792-edc-02.jpg?v=2019.4.2_20.44.46,2017,original
234,FORD,FIESTA,Titanium,hatchback,13800,23341,cdnblob.carvana.io/2000269909/post-large/normalized/cropped/2000269909-edc-02.jpg?v=2019.3.25_22.12.49,2018,original
235,FORD,FIESTA,Titanium,hatchback,14000,22223,cdnblob.carvana.io/2000269908/post-large/normalized/cropped/2000269908-edc-02.jpg?v=2019.3.25_22.17.41,2018,original
236,FORD,FIESTA,SE,hatchback,11000,38483,cdnblob.carvana.io/2000269126/post-large/normalized/cropped/2000269126-edc-02.jpg?v=2019.3.28_3.36.14,2017,original
237,FORD,FIESTA,SE,hatchback,11000,37525,cdnblob.carvana.io/2000269125/post-large/normalized/cropped/2000269125-edc-02.jpg?v=2019.3.26_7.7.39,2017,original
238,FORD,FOCUS,SE,hatchback,12400,32244,cdnblob.carvana.io/2000271392/post-large/normalized/cropped/2000271392-edc-02.jpg?v=2019.3.20_3.45.35,2018,original
239,FORD,FIESTA,SE,hatchback,11000,40575,cdnblob.carvana.io/2000269124/post-large/normalized/cropped/2000269124-edc-02.jpg?v=2019.3.26_7.1.4,2017,original
240,FORD,FIESTA,SE,hatchback,11300,36777,cdnblob.carvana.io/2000269122/post-large/normalized/cropped/2000269122-edc-02.jpg?v=2019.3.18_19.53.15,2017,original
241,FORD,FOCUS,SE,hatchback,14400,12738,cdnblob.carvana.io/2000266283/post-large/normalized/cropped/2000266283-edc-02.jpg?v=2019.3.20_21.36.40,2018,original
242,HONDA,FIT,EX,hatchback,20400,8282,cdnblob.carvana.io/2000271749/post-large/normalized/cropped/2000271749-edc-02.jpg?v=2019.3.20_12.33.59,2018,original
243,HYUNDAI,ELANTRA GT,Elantra GT,hatchback,15700,19064,cdnblob.carvana.io/2000270204/post-large/normalized/cropped/2000270204-edc-02.jpg?v=2019.3.16_19.23.33,2018,original
244,HYUNDAI,ELANTRA GT,Elantra GT,hatchback,16200,14106,cdnblob.carvana.io/2000270203/post-large/normalized/cropped/2000270203-edc-02.jpg?v=2019.3.14_7.16.5,2018,original
245,BMW,3 SERIES,328i Gran Turismo XDrive,hatchback,24500,35730,cdnblob.carvana.io/2000269414/post-large/normalized/cropped/2000269414-edc-02.jpg?v=2019.3.15_19.34.55,2016,original
246,HONDA,CIVIC,Sport,hatchback,20400,15296,cdnblob.carvana.io/2000261013/post-large/normalized/cropped/2000261013-edc-02.jpg?v=2019.3.8_20.33.18,2017,original
247,HYUNDAI,ELANTRA GT,Elantra GT,hatchback,13000,39920,cdnblob.carvana.io/2000248120/post-large/normalized/cropped/2000248120-edc-02.jpg?v=2019.4.15_13.13.45,2017,original
248,TOYOTA,PRIUS,Three,hatchback,25400,7914,cdnblob.carvana.io/2000254988/post-large/normalized/cropped/2000254988-edc-02.jpg?v=2019.3.21_14.34.32,2017,original
249,HYUNDAI,ACCENT,SE,hatchback,11300,44019,cdnblob.carvana.io/2000260922/post-large/normalized/cropped/2000260922-edc-02.jpg?v=2019.4.4_1.10.45,2017,original
250,HYUNDAI,ELANTRA GT,Elantra GT,hatchback,11900,40337,cdnblob.carvana.io/2000249427/post-large/normalized/cropped/2000249427-edc-02.jpg?v=2019.3.1_2.53.4,2017,original
251,NISSAN,VERSA NOTE,S Plus,hatchback,13400,5203,cdnblob.carvana.io/2000251928/post-large/normalized/cropped/2000251928-edc-02.jpg?v=2019.2.28_22.59.49,2017,original
252,FORD,FIESTA,SE,hatchback,11000,37650,cdnblob.carvana.io/2000252784/post-large/normalized/cropped/2000252784-edc-02.jpg?v=2019.2.25_22.18.28,2017,original
253,FORD,FIESTA,SE,hatchback,11200,42508,cdnblob.carvana.io/2000254426/post-large/normalized/cropped/2000254426-edc-02.jpg?v=2019.3.1_6.18.28,2017,original
254,FORD,FIESTA,SE,hatchback,11300,43862,cdnblob.carvana.io/2000254375/post-large/normalized/cropped/2000254375-edc-02.jpg?v=2019.4.10_4.18.44,2017,original
255,HYUNDAI,ELANTRA GT,Elantra GT,hatchback,12600,41143,cdnblob.carvana.io/2000247441/post-large/normalized/cropped/2000247441-edc-02.jpg?v=2019.3.4_19.58.8,2017,original
256,HYUNDAI,ELANTRA GT,Elantra GT,hatchback,12000,41053,cdnblob.carvana.io/2000248108/post-large/normalized/cropped/2000248108-edc-02.jpg?v=2019.2.28_5.49.23,2017,original
257,FORD,FIESTA,ST,hatchback,15000,43619,cdnblob.carvana.io/2000243925/post-large/normalized/cropped/2000243925-edc-02.jpg?v=2019.4.11_13.27.13,2015,original
258,CHEVROLET,CRUZE,LT,hatchback,15000,11765,cdnblob.carvana.io/2000234763/post-large/normalized/cropped/2000234763-edc-02.jpg?v=2019.2.6_0.7.53,2018,original
259,NISSAN,LEAF,SL,hatchback,13600,45874,cdnblob.carvana.io/2000243528/post-large/normalized/cropped/2000243528-edc-02.jpg?v=2019.2.5_19.25.25,2015,original
260,CHEVROLET,CRUZE,Premier,hatchback,17800,7115,cdnblob.carvana.io/2000236941/post-large/normalized/cropped/2000236941-edc-02.jpg?v=2019.2.1_23.6.2,2018,original
261,NISSAN,LEAF,SV,hatchback,12000,48426,cdnblob.carvana.io/2000241686/post-large/normalized/cropped/2000241686-edc-02.jpg?v=2019.2.5_19.37.0,2015,original
262,CHEVROLET,CRUZE,LT,hatchback,15400,11682,cdnblob.carvana.io/2000240047/post-large/normalized/cropped/2000240047-edc-02.jpg?v=2019.2.1_8.21.35,2018,original
263,CHEVROLET,CRUZE,Premier,hatchback,15100,22560,cdnblob.carvana.io/2000240528/post-large/normalized/cropped/2000240528-edc-02.jpg?v=2019.2.19_8.12.36,2017,original
264,CHEVROLET,VOLT,Volt,hatchback,13700,48742,cdnblob.carvana.io/2000241003/post-large/normalized/cropped/2000241003-edc-02.jpg?v=2019.2.15_8.28.28,2014,original
265,CHEVROLET,CRUZE,LT,hatchback,14500,10750,cdnblob.carvana.io/2000240128/post-large/normalized/cropped/2000240128-edc-02.jpg?v=2019.1.25_20.0.16,2018,original
266,CHEVROLET,CRUZE,LT,hatchback,14400,12305,cdnblob.carvana.io/2000236206/post-large/normalized/cropped/2000236206-edc-02.jpg?v=2019.1.31_21.13.36,2018,original
267,CHEVROLET,CRUZE,LT,hatchback,16000,6230,cdnblob.carvana.io/2000237718/post-large/normalized/cropped/2000237718-edc-02.jpg?v=2019.2.8_0.51.45,2018,original
268,CHEVROLET,CRUZE,Premier,hatchback,16900,9275,cdnblob.carvana.io/2000235723/post-large/normalized/cropped/2000235723-edc-02.jpg?v=2019.1.23_17.0.23,2018,original
269,FIAT,500,Pop,hatchback,7200,77143,cdnblob.carvana.io/2000220747/post-large/normalized/cropped/2000220747-edc-02.jpg?v=2019.2.16_0.55.49,2012,original
270,VOLKSWAGEN,E-GOLF,SE Hatchback,hatchback,13700,26248,cdnblob.carvana.io/2000217910/post-large/normalized/cropped/2000217910-edc-02.jpg?v=2018.12.13_1.39.3,2016,original
271,VOLKSWAGEN,GOLF GTI,S Hatchback,hatchback,21400,7232,cdnblob.carvana.io/2000205701/post-large/normalized/cropped/2000205701-edc-02.jpg?v=2019.4.4_20.47.1,2016,original
272,HYUNDAI,ELANTRA GT,Elantra GT,hatchback,17000,9862,cdnblob.carvana.io/2000210139/post-large/normalized/cropped/2000210139-edc-02.jpg?v=2019.3.28_15.44.8,2018,original
